Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Unit,Aggregator,Disaggregator,Value
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,Number,,,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Crude rate,,,5.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Number,,,53
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Age-adjusted rate,,,5.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Crude rate,,,6.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Number,,,64
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Age-adjusted rate,,,6.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Crude rate,,,5.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Number,,,54
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Age-adjusted rate,,,5.8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Crude rate,,,5.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Number,,,57
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Age-adjusted rate,,,5.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Crude rate,,,4.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Number,,,32
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By year,Age-adjusted rate,,,4.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,14
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,19
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,13
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,14
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,13
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nova Scotia,12,By quarter,Number,,,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Crude rate,,,3.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Age-adjusted rate,,,3.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Crude rate,,,3.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Age-adjusted rate,,,3.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Crude rate,,,5.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Number,,,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Age-adjusted rate,,,5.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Crude rate,,,3.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Age-adjusted rate,,,3.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Crude rate,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Number,,,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By year,Age-adjusted rate,,,5.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Not available
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Prince Edward Island,11,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Crude rate,,,3.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Number,,,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Age-adjusted rate,,,3.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Crude rate,,,6.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Number,,,33
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Age-adjusted rate,,,6.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Crude rate,,,2.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Number,,,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Age-adjusted rate,,,2.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Crude rate,,,3.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Number,,,18
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Age-adjusted rate,,,3.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Crude rate,,,5.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Number,,,21
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,Age-adjusted rate,,,5.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,Suppressed
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Newfoundland and Labrador,10,By quarter,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Crude rate,,,18.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Age-adjusted rate,,,17.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Crude rate,,,17.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Number,,,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Age-adjusted rate,,,16.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Crude rate,,,12.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Age-adjusted rate,,,12.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Crude rate,,,9.8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Number,,,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Age-adjusted rate,,,10.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Crude rate,,,16.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By year,Age-adjusted rate,,,16.8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Yukon,60,By quarter,Number,,,3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Northwest Territories,61,By year,Crude rate,,,11.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Northwest Territories,61,By year,Number,,,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Northwest Territories,61,By year,Age-adjusted rate,,,12.2
